,title,abstract,categories
147107,"Does Informativeness Matter? Active Learning for Educational Dialogue
  Act Classification","  Dialogue Acts (DAs) can be used to explain what expert tutors do and what
students know during the tutoring process. Most empirical studies adopt the
random sampling method to obtain sentence samples for manual annotation of DAs,
which are then used to train DA classifiers. However, these studies have paid
little attention to sample informativeness, which can reflect the information
quantity of the selected samples and inform the extent to which a classifier
can learn patterns. Notably, the informativeness level may vary among the
samples and the classifier might only need a small amount of low informative
samples to learn the patterns. Random sampling may overlook sample
informativeness, which consumes human labelling costs and contributes less to
training the classifiers. As an alternative, researchers suggest employing
statistical sampling methods of Active Learning (AL) to identify the
informative samples for training the classifiers. However, the use of AL
methods in educational DA classification tasks is under-explored. In this
paper, we examine the informativeness of annotated sentence samples. Then, the
study investigates how the AL methods can select informative samples to support
DA classifiers in the AL sampling process. The results reveal that most
annotated sentences present low informativeness in the training dataset and the
patterns of these sentences can be easily captured by the DA classifier. We
also demonstrate how AL methods can reduce the cost of manual annotation in the
AL sampling process.
",cs.CL cs.AI cs.LG
467592,"Superior Computer Chess with Model Predictive Control, Reinforcement
  Learning, and Rollout","  In this paper we apply model predictive control (MPC), rollout, and
reinforcement learning (RL) methodologies to computer chess. We introduce a new
architecture for move selection, within which available chess engines are used
as components. One engine is used to provide position evaluations in an
approximation in value space MPC/RL scheme, while a second engine is used as
nominal opponent, to emulate or approximate the moves of the true opponent
player.
  We show that our architecture improves substantially the performance of the
position evaluation engine. In other words our architecture provides an
additional layer of intelligence, on top of the intelligence of the engines on
which it is based. This is true for any engine, regardless of its strength: top
engines such as Stockfish and Komodo Dragon (of varying strengths), as well as
weaker engines.
  Structurally, our basic architecture selects moves by a one-move lookahead
search, with an intermediate move generated by a nominal opponent engine, and
followed by a position evaluation by another chess engine. Simpler schemes that
forego the use of the nominal opponent, also perform better than the position
evaluator, but not quite by as much. More complex schemes, involving multistep
lookahead, may also be used and generally tend to perform better as the length
of the lookahead increases.
  Theoretically, our methodology relies on generic cost improvement properties
and the superlinear convergence framework of Newton's method, which
fundamentally underlies approximation in value space, and related MPC/RL and
rollout/policy iteration schemes. A critical requirement of this framework is
that the first lookahead step should be executed exactly. This fact has guided
our architectural choices, and is apparently an important factor in improving
the performance of even the best available chess engines.
",cs.AI cs.LG cs.SY eess.SY
284051,Continual Learning with Low Rank Adaptation,"  Recent work using pretrained transformers has shown impressive performance
when fine-tuned with data from the downstream problem of interest. However,
they struggle to retain that performance when the data characteristics changes.
In this paper, we focus on continual learning, where a pre-trained transformer
is updated to perform well on new data, while retaining its performance on data
it was previously trained on. Earlier works have tackled this primarily through
methods inspired from prompt tuning. We question this choice, and investigate
the applicability of Low Rank Adaptation (LoRA) to continual learning. On a
range of domain-incremental learning benchmarks, our LoRA-based solution,
CoLoR, yields state-of-the-art performance, while still being as parameter
efficient as the prompt tuning based methods.
",cs.LG cs.AI
146657,Teaching Large Language Models to Self-Debug,"  Large language models (LLMs) have achieved impressive performance on code
generation. However, for complex programming tasks, generating the correct
solution in one go becomes challenging, thus some prior works have designed
program repair approaches to improve code generation performance. In this work,
we propose Self-Debugging, which teaches a large language model to debug its
predicted program via few-shot demonstrations. In particular, we demonstrate
that Self-Debugging can teach the large language model to perform rubber duck
debugging; i.e., without any human feedback on the code correctness or error
messages, the model is able to identify its mistakes by investigating the
execution results and explaining the generated code in natural language.
Self-Debugging achieves the state-of-the-art performance on several code
generation benchmarks, including the Spider dataset for text-to-SQL generation,
TransCoder for C++-to-Python translation, and MBPP for text-to-Python
generation. On the Spider benchmark where there are no unit tests to verify the
correctness of predictions, Self-Debugging with code explanation consistently
improves the baseline by 2-3%, and improves the prediction accuracy on problems
of the hardest level by 9%. On TransCoder and MBPP where unit tests are
available, Self-Debugging improves the baseline accuracy by up to 12%.
Meanwhile, by leveraging feedback messages and reusing failed predictions,
Self-Debugging notably improves sample efficiency, and can match or outperform
baseline models that generate more than 10x candidate programs.
",cs.CL cs.AI
281937,"Global $\mathcal{L}^2$ minimization at uniform exponential rate via
  geometrically adapted gradient descent in Deep Learning","  We consider the scenario of supervised learning in Deep Learning (DL)
networks, and exploit the arbitrariness of choice in the Riemannian metric
relative to which the gradient descent flow can be defined (a general fact of
differential geometry). In the standard approach to DL, the gradient flow on
the space of parameters (weights and biases) is defined with respect to the
Euclidean metric. Here instead, we choose the gradient flow with respect to the
Euclidean metric in the output layer of the DL network. This naturally induces
two modified versions of the gradient descent flow in the parameter space, one
adapted for the overparametrized setting, and the other for the
underparametrized setting. In the overparametrized case, we prove that,
provided that a rank condition holds, all orbits of the modified gradient
descent drive the ${\mathcal L}^2$ cost to its global minimum at a uniform
exponential convergence rate; one thereby obtains an a priori stopping time for
any prescribed proximity to the global minimum. We point out relations of the
latter to sub-Riemannian geometry. Moreover, we generalize the above framework
to the situation in which the rank condition does not hold; in particular, we
show that local equilibria can only exist if a rank loss occurs, and that
generically, they are not isolated points, but elements of a critical
submanifold of parameter space.
",cs.LG cs.AI math-ph math.MP math.OC stat.ML
277987,ADAPTER-RL: Adaptation of Any Agent using Reinforcement Learning,"  Deep Reinforcement Learning (DRL) agents frequently face challenges in
adapting to tasks outside their training distribution, including issues with
over-fitting, catastrophic forgetting and sample inefficiency. Although the
application of adapters has proven effective in supervised learning contexts
such as natural language processing and computer vision, their potential within
the DRL domain remains largely unexplored. This paper delves into the
integration of adapters in reinforcement learning, presenting an innovative
adaptation strategy that demonstrates enhanced training efficiency and
improvement of the base-agent, experimentally in the nanoRTS environment, a
real-time strategy (RTS) game simulation. Our proposed universal approach is
not only compatible with pre-trained neural networks but also with rule-based
agents, offering a means to integrate human expertise.
",cs.AI cs.LG
109407,"Physics Informed Piecewise Linear Neural Networks for Process
  Optimization","  Constructing first-principles models is usually a challenging and
time-consuming task due to the complexity of the real-life processes. On the
other hand, data-driven modeling, and in particular neural network models often
suffer from issues such as overfitting and lack of useful and highquality data.
At the same time, embedding trained machine learning models directly into the
optimization problems has become an effective and state-of-the-art approach for
surrogate optimization, whose performance can be improved by physics-informed
training. In this study, it is proposed to upgrade piece-wise linear neural
network models with physics informed knowledge for optimization problems with
neural network models embedded. In addition to using widely accepted and
naturally piece-wise linear rectified linear unit (ReLU) activation functions,
this study also suggests piece-wise linear approximations for the hyperbolic
tangent activation function to widen the domain. Optimization of three case
studies, a blending process, an industrial distillation column and a crude oil
column are investigated. For all cases, physics-informed trained neural network
based optimal results are closer to global optimality. Finally, associated CPU
times for the optimization problems are much shorter than the standard
optimization results.
",math.OC cs.AI
491464,"Expanding Search Space with Diverse Prompting Agents: An Efficient
  Sampling Approach for LLM Mathematical Reasoning","  Large Language Models (LLMs) have exhibited remarkable capabilities in many
complex tasks including mathematical reasoning. However, traditional approaches
heavily rely on ensuring self-consistency within single prompting method, which
limits the exploration of diverse problem-solving strategies. This study
addresses these limitations by performing an experimental analysis of distinct
prompting methods within the domain of mathematical reasoning. Our findings
demonstrate that each method explores a distinct search space, and this
differentiation becomes more evident with increasing problem complexity. To
leverage this phenomenon, we applied efficient sampling process that uniformly
combines samples from these diverse methods, which not only expands the maximum
search space but achieves higher performance with fewer runs compared to single
methods. Especially, within the subset of difficult questions of MATH dataset
named MATH-hard, The maximum search space was achieved while utilizing
approximately 43% fewer runs than single methods on average. These findings
highlight the importance of integrating diverse problem-solving strategies to
enhance the reasoning abilities of LLMs.
",cs.CL cs.AI
106929,"Data-driven intelligent computational design for products: Method,
  techniques, and applications","  Data-driven intelligent computational design (DICD) is a research hotspot
emerged under the context of fast-developing artificial intelligence. It
emphasizes on utilizing deep learning algorithms to extract and represent the
design features hidden in historical or fabricated design process data, and
then learn the combination and mapping patterns of these design features for
the purposes of design solution retrieval, generation, optimization,
evaluation, etc. Due to its capability of automatically and efficiently
generating design solutions and thus supporting human-in-the-loop intelligent
and innovative design activities, DICD has drawn the attentions from both
academic and industrial fields. However, as an emerging research subject, there
are still many unexplored issues that limit the development and application of
DICD, such as specific dataset building, engineering design related feature
engineering, systematic methods and techniques for DICD implementation in the
entire product design process, etc. In this regard, a systematic and operable
road map for DICD implementation from full-process perspective is established,
including a general workflow for DICD project planning, an overall framework
for DICD project implementation, the computing mechanisms for DICD
implementation, key enabling technologies for detailed DICD implementation, and
three application scenarios of DICD. The road map reveals the common mechanisms
and calculation principles of existing DICD researches, and thus it can provide
systematic guidance for the possible DICD applications that have not been
explored.
",cs.AI
176837,"Quantifying Representation Reliability in Self-Supervised Learning
  Models","  Self-supervised learning models extract general-purpose representations from
data. Quantifying the reliability of these representations is crucial, as many
downstream models rely on them as input for their own tasks. To this end, we
introduce a formal definition of representation reliability: the representation
for a given test point is considered to be reliable if the downstream models
built on top of that representation can consistently generate accurate
predictions for that test point. However, accessing downstream data to quantify
the representation reliability is often infeasible or restricted due to privacy
concerns. We propose an ensemble-based method for estimating the representation
reliability without knowing the downstream tasks a priori. Our method is based
on the concept of neighborhood consistency across distinct pre-trained
representation spaces. The key insight is to find shared neighboring points as
anchors to align these representation spaces before comparing them. We
demonstrate through comprehensive numerical experiments that our method
effectively captures the representation reliability with a high degree of
correlation, achieving robust and favorable performance compared with baseline
methods.
",cs.LG cs.AI
230535,"Encoding Seasonal Climate Predictions for Demand Forecasting with
  Modular Neural Network","  Current time-series forecasting problems use short-term weather attributes as
exogenous inputs. However, in specific time-series forecasting solutions (e.g.,
demand prediction in the supply chain), seasonal climate predictions are
crucial to improve its resilience. Representing mid to long-term seasonal
climate forecasts is challenging as seasonal climate predictions are uncertain,
and encoding spatio-temporal relationship of climate forecasts with demand is
complex.
  We propose a novel modeling framework that efficiently encodes seasonal
climate predictions to provide robust and reliable time-series forecasting for
supply chain functions. The encoding framework enables effective learning of
latent representations -- be it uncertain seasonal climate prediction or other
time-series data (e.g., buyer patterns) -- via a modular neural network
architecture. Our extensive experiments indicate that learning such
representations to model seasonal climate forecast results in an error
reduction of approximately 13\% to 17\% across multiple real-world data sets
compared to existing demand forecasting methods.
",cs.LG cs.AI
415794,"Evaluating Implicit Bias in Large Language Models by Attacking From a
  Psychometric Perspective","  As Large Language Models (LLMs) become an important way of information
seeking, there have been increasing concerns about the unethical content LLMs
may generate. In this paper, we conduct a rigorous evaluation of LLMs' implicit
bias towards certain groups by attacking them with carefully crafted
instructions to elicit biased responses. Our attack methodology is inspired by
psychometric principles in cognitive and social psychology. We propose three
attack approaches, i.e., Disguise, Deception, and Teaching, based on which we
built evaluation datasets for four common bias types. Each prompt attack has
bilingual versions. Extensive evaluation of representative LLMs shows that 1)
all three attack methods work effectively, especially the Deception attacks; 2)
GLM-3 performs the best in defending our attacks, compared to GPT-3.5 and
GPT-4; 3) LLMs could output content of other bias types when being taught with
one type of bias. Our methodology provides a rigorous and effective way of
evaluating LLMs' implicit bias and will benefit the assessments of LLMs'
potential ethical risks.
",cs.CL cs.AI
74110,Global Explainability of GNNs via Logic Combination of Learned Concepts,"  While instance-level explanation of GNN is a well-studied problem with plenty
of approaches being developed, providing a global explanation for the behaviour
of a GNN is much less explored, despite its potential in interpretability and
debugging. Existing solutions either simply list local explanations for a given
class, or generate a synthetic prototypical graph with maximal score for a
given class, completely missing any combinatorial aspect that the GNN could
have learned. In this work, we propose GLGExplainer (Global Logic-based GNN
Explainer), the first Global Explainer capable of generating explanations as
arbitrary Boolean combinations of learned graphical concepts. GLGExplainer is a
fully differentiable architecture that takes local explanations as inputs and
combines them into a logic formula over graphical concepts, represented as
clusters of local explanations. Contrary to existing solutions, GLGExplainer
provides accurate and human-interpretable global explanations that are
perfectly aligned with ground-truth explanations (on synthetic data) or match
existing domain knowledge (on real-world data). Extracted formulas are faithful
to the model predictions, to the point of providing insights into some
occasionally incorrect rules learned by the model, making GLGExplainer a
promising diagnostic tool for learned GNNs.
",cs.LG cs.AI cs.LO
115874,"When Demonstrations Meet Generative World Models: A Maximum Likelihood
  Framework for Offline Inverse Reinforcement Learning","  Offline inverse reinforcement learning (Offline IRL) aims to recover the
structure of rewards and environment dynamics that underlie observed actions in
a fixed, finite set of demonstrations from an expert agent. Accurate models of
expertise in executing a task has applications in safety-sensitive applications
such as clinical decision making and autonomous driving. However, the structure
of an expert's preferences implicit in observed actions is closely linked to
the expert's model of the environment dynamics (i.e. the ``world'' model).
Thus, inaccurate models of the world obtained from finite data with limited
coverage could compound inaccuracy in estimated rewards. To address this issue,
we propose a bi-level optimization formulation of the estimation task wherein
the upper level is likelihood maximization based upon a conservative model of
the expert's policy (lower level). The policy model is conservative in that it
maximizes reward subject to a penalty that is increasing in the uncertainty of
the estimated model of the world. We propose a new algorithmic framework to
solve the bi-level optimization problem formulation and provide statistical and
computational guarantees of performance for the associated optimal reward
estimator. Finally, we demonstrate that the proposed algorithm outperforms the
state-of-the-art offline IRL and imitation learning benchmarks by a large
margin, over the continuous control tasks in MuJoCo and different datasets in
the D4RL benchmark.
",cs.LG cs.AI
351444,"Twin Transformer using Gated Dynamic Learnable Attention mechanism for
  Fault Detection and Diagnosis in the Tennessee Eastman Process","  Fault detection and diagnosis (FDD) is a crucial task for ensuring the safety
and efficiency of industrial processes. We propose a novel FDD methodology for
the Tennessee Eastman Process (TEP), a widely used benchmark for chemical
process control. The model employs two separate Transformer branches, enabling
independent processing of input data and potential extraction of diverse
information. A novel attention mechanism, Gated Dynamic Learnable Attention
(GDLAttention), is introduced which integrates a gating mechanism and dynamic
learning capabilities. The gating mechanism modulates the attention weights,
allowing the model to focus on the most relevant parts of the input. The
dynamic learning approach adapts the attention strategy during training,
potentially leading to improved performance. The attention mechanism uses a
bilinear similarity function, providing greater flexibility in capturing
complex relationships between query and key vectors. In order to assess the
effectiveness of our approach, we tested it against 21 and 18 distinct fault
scenarios in TEP, and compared its performance with several established FDD
techniques. The outcomes indicate that the method outperforms others in terms
of accuracy, false alarm rate, and misclassification rate. This underscores the
robustness and efficacy of the approach for FDD in intricate industrial
processes.
",cs.LG cs.AI
56079,"Using a Cognitive Architecture to consider antiblackness in design and
  development of AI systems","  How might we use cognitive modeling to consider the ways in which
antiblackness, and racism more broadly, impact the design and development of AI
systems? We provide a discussion and an example towards an answer to this
question. We use the ACT-R/{\Phi} cognitive architecture and an existing
knowledge graph system, ConceptNet, to consider this question not only from a
cognitive and sociocultural perspective, but also from a physiological
perspective. In addition to using a cognitive modeling as a means to explore
how antiblackness may manifest in the design and development of AI systems
(particularly from a software engineering perspective), we also introduce
connections between antiblackness, the Human, and computational cognitive
modeling. We argue that the typical eschewing of sociocultural processes and
knowledge structures in cognitive architectures and cognitive modeling
implicitly furthers a colorblind approach to cognitive modeling and hides
sociocultural context that is always present in human behavior and affects
cognitive processes.
",cs.CY cs.AI
358845,"Boosting Conversational Question Answering with Fine-Grained
  Retrieval-Augmentation and Self-Check","  Retrieval-Augmented Generation (RAG) aims to generate more reliable and
accurate responses, by augmenting large language models (LLMs) with the
external vast and dynamic knowledge. Most previous work focuses on using RAG
for single-round question answering, while how to adapt RAG to the complex
conversational setting wherein the question is interdependent on the preceding
context is not well studied. In this paper, we propose a conversation-level RAG
approach, which incorporates fine-grained retrieval augmentation and self-check
for conversational question answering (CQA). In particular, our approach
consists of three components, namely conversational question refiner,
fine-grained retriever and self-check based response generator, which work
collaboratively for question understanding and relevant information acquisition
in conversational settings. Extensive experiments demonstrate the great
advantages of our approach over the state-of-the-art baselines. Moreover, we
also release a Chinese CQA dataset with new features including reformulated
question, extracted keyword, retrieved paragraphs and their helpfulness, which
facilitates further researches in RAG enhanced CQA.
",cs.AI
391901,"Towards Robust Policy: Enhancing Offline Reinforcement Learning with
  Adversarial Attacks and Defenses","  Offline reinforcement learning (RL) addresses the challenge of expensive and
high-risk data exploration inherent in RL by pre-training policies on vast
amounts of offline data, enabling direct deployment or fine-tuning in
real-world environments. However, this training paradigm can compromise policy
robustness, leading to degraded performance in practical conditions due to
observation perturbations or intentional attacks. While adversarial attacks and
defenses have been extensively studied in deep learning, their application in
offline RL is limited. This paper proposes a framework to enhance the
robustness of offline RL models by leveraging advanced adversarial attacks and
defenses. The framework attacks the actor and critic components by perturbing
observations during training and using adversarial defenses as regularization
to enhance the learned policy. Four attacks and two defenses are introduced and
evaluated on the D4RL benchmark. The results show the vulnerability of both the
actor and critic to attacks and the effectiveness of the defenses in improving
policy robustness. This framework holds promise for enhancing the reliability
of offline RL models in practical scenarios.
",cs.LG cs.AI cs.RO
174004,Optimization's Neglected Normative Commitments,"  Optimization is offered as an objective approach to resolving complex,
real-world decisions involving uncertainty and conflicting interests. It drives
business strategies as well as public policies and, increasingly, lies at the
heart of sophisticated machine learning systems. A paradigm used to approach
potentially high-stakes decisions, optimization relies on abstracting the real
world to a set of decision(s), objective(s) and constraint(s). Drawing from the
modeling process and a range of actual cases, this paper describes the
normative choices and assumptions that are necessarily part of using
optimization. It then identifies six emergent problems that may be neglected:
1) Misspecified values can yield optimizations that omit certain imperatives
altogether or incorporate them incorrectly as a constraint or as part of the
objective, 2) Problematic decision boundaries can lead to faulty modularity
assumptions and feedback loops, 3) Failing to account for multiple agents'
divergent goals and decisions can lead to policies that serve only certain
narrow interests, 4) Mislabeling and mismeasurement can introduce bias and
imprecision, 5) Faulty use of relaxation and approximation methods,
unaccompanied by formal characterizations and guarantees, can severely impede
applicability, and 6) Treating optimization as a justification for action,
without specifying the necessary contextual information, can lead to ethically
dubious or faulty decisions. Suggestions are given to further understand and
curb the harms that can arise when optimization is used wrongfully.
",cs.AI cs.CY
488238,"The Accuracy Paradox in RLHF: When Better Reward Models Don't Yield
  Better Language Models","  Reinforcement Learning from Human Feedback significantly enhances Natural
Language Processing by aligning language models with human expectations. A
critical factor in this alignment is the strength of reward models used during
training. This study explores whether stronger reward models invariably lead to
better language models. In this paper, through experiments on relevance,
factuality, and completeness tasks using the QA-FEEDBACK dataset and reward
models based on Longformer, we uncover a surprising paradox: language models
trained with moderately accurate reward models outperform those guided by
highly accurate ones. This challenges the widely held belief that stronger
reward models always lead to better language models, and opens up new avenues
for future research into the key factors driving model performance and how to
choose the most suitable reward models. Code and additional details are
available at https://github.com/EIT-NLP/AccuracyParadox-RLHF.
",cs.CL cs.AI
454850,Sequential Resource Trading Using Comparison-Based Gradient Estimation,"  Autonomous agents interact with other agents of unknown preferences to share
resources in their environment. We explore sequential trading for resource
allocation in a setting where two greedily rational agents sequentially trade
resources from a finite set of categories. Each agent has a utility function
that depends on the amount of resources it possesses in each category. The
offering agent makes trade offers to improve its utility without knowing the
responding agent's utility function, and the responding agent only accepts
offers that improve its utility. We present an algorithm for the offering agent
to estimate the responding agent's gradient (preferences) and make offers based
on previous acceptance or rejection responses. The algorithm's goal is to reach
a Pareto-optimal resource allocation state while ensuring that the utilities of
both agents improve after every accepted trade. We show that, after a finite
number of consecutively rejected offers, the responding agent is at a
near-optimal state, or the agents' gradients are closely aligned. We compare
the proposed algorithm against various baselines in continuous and discrete
trading scenarios and show that it improves the societal benefit with fewer
offers.
",cs.MA cs.AI math.OC
435813,Werewolf Arena: A Case Study in LLM Evaluation via Social Deduction,"  This paper introduces Werewolf Arena, a novel framework for evaluating large
language models (LLMs) through the lens of the classic social deduction game,
Werewolf. In Werewolf Arena, LLMs compete against each other, navigating the
game's complex dynamics of deception, deduction, and persuasion. The framework
introduces a dynamic turn-taking system based on bidding, mirroring real-world
discussions where individuals strategically choose when to speak. We
demonstrate the framework's utility through an arena-style tournament featuring
Gemini and GPT models. Our results reveal distinct strengths and weaknesses in
the models' strategic reasoning and communication. These findings highlight
Werewolf Arena's potential as a challenging and scalable LLM benchmark.
",cs.CL cs.AI
265253,Inverse folding for antibody sequence design using deep learning,"  We consider the problem of antibody sequence design given 3D structural
information. Building on previous work, we propose a fine-tuned inverse folding
model that is specifically optimised for antibody structures and outperforms
generic protein models on sequence recovery and structure robustness when
applied on antibodies, with notable improvement on the hypervariable CDR-H3
loop. We study the canonical conformations of complementarity-determining
regions and find improved encoding of these loops into known clusters. Finally,
we consider the applications of our model to drug discovery and binder design
and evaluate the quality of proposed sequences using physics-based methods.
",q-bio.BM cs.AI
430788,"Exploring Knowledge Transfer in Evolutionary Many-task Optimization: A
  Complex Network Perspective","  The field of evolutionary many-task optimization (EMaTO) is increasingly
recognized for its ability to streamline the resolution of optimization
challenges with repetitive characteristics, thereby conserving computational
resources. This paper tackles the challenge of crafting efficient knowledge
transfer mechanisms within EMaTO, a task complicated by the computational
demands of individual task evaluations. We introduce a novel framework that
employs a complex network to comprehensively analyze the dynamics of knowledge
transfer between tasks within EMaTO. By extracting and scrutinizing the
knowledge transfer network from existing EMaTO algorithms, we evaluate the
influence of network modifications on overall algorithmic efficacy. Our
findings indicate that these networks are diverse, displaying
community-structured directed graph characteristics, with their network density
adapting to different task sets. This research underscores the viability of
integrating complex network concepts into EMaTO to refine knowledge transfer
processes, paving the way for future advancements in the domain.
",cs.AI
347049,"CoRAL: Collaborative Retrieval-Augmented Large Language Models Improve
  Long-tail Recommendation","  The long-tail recommendation is a challenging task for traditional
recommender systems, due to data sparsity and data imbalance issues. The recent
development of large language models (LLMs) has shown their abilities in
complex reasoning, which can help to deduce users' preferences based on very
few previous interactions. However, since most LLM-based systems rely on items'
semantic meaning as the sole evidence for reasoning, the collaborative
information of user-item interactions is neglected, which can cause the LLM's
reasoning to be misaligned with task-specific collaborative information of the
dataset. To further align LLMs' reasoning to task-specific user-item
interaction knowledge, we introduce collaborative retrieval-augmented LLMs,
CoRAL, which directly incorporate collaborative evidence into the prompts.
Based on the retrieved user-item interactions, the LLM can analyze shared and
distinct preferences among users, and summarize the patterns indicating which
types of users would be attracted by certain items. The retrieved collaborative
evidence prompts the LLM to align its reasoning with the user-item interaction
patterns in the dataset. However, since the capacity of the input prompt is
limited, finding the minimally-sufficient collaborative information for
recommendation tasks can be challenging. We propose to find the optimal
interaction set through a sequential decision-making process and develop a
retrieval policy learned through a reinforcement learning (RL) framework,
CoRAL. Our experimental results show that CoRAL can significantly improve LLMs'
reasoning abilities on specific recommendation tasks. Our analysis also reveals
that CoRAL can more efficiently explore collaborative information through
reinforcement learning.
",cs.IR cs.AI
176784,"Information Fusion via Symbolic Regression: A Tutorial in the Context of
  Human Health","  This tutorial paper provides a general overview of symbolic regression (SR)
with specific focus on standards of interpretability. We posit that
interpretable modeling, although its definition is still disputed in the
literature, is a practical way to support the evaluation of successful
information fusion. In order to convey the benefits of SR as a modeling
technique, we demonstrate an application within the field of health and
nutrition using publicly available National Health and Nutrition Examination
Survey (NHANES) data from the Centers for Disease Control and Prevention (CDC),
fusing together anthropometric markers into a simple mathematical expression to
estimate body fat percentage. We discuss the advantages and challenges
associated with SR modeling and provide qualitative and quantitative analyses
of the learned models.
",cs.LG cs.AI cs.SC
500942,"Not All Heads Matter: A Head-Level KV Cache Compression Method with
  Integrated Retrieval and Reasoning","  Key-Value (KV) caching is a common technique to enhance the computational
efficiency of Large Language Models (LLMs), but its memory overhead grows
rapidly with input length. Prior work has shown that not all tokens are equally
important for text generation, proposing layer-level KV cache compression to
selectively retain key information. Recognizing the distinct roles of attention
heads in generation, we propose HeadKV, a head-level KV cache compression
method, and HeadKV-R2, which leverages a novel contextual reasoning ability
estimation for compression. Our approach operates at the level of individual
heads, estimating their importance for contextual QA tasks that require both
retrieval and reasoning capabilities. Extensive experiments across diverse
benchmarks (LongBench, LooGLE), model architectures (e.g., Llama-3-8B-Instruct,
Mistral-7B-Instruct), and long-context abilities tests demonstrate that our
head-level KV cache compression significantly outperforms strong baselines,
particularly in low-resource settings (KV size = 64 & 128). Notably, our method
retains just 1.5% of the KV cache while achieving 97% of the performance of the
full KV cache on the contextual question answering benchmark.Codes are
available at https://github.com/FYYFU/HeadKV
",cs.CL cs.AI
394707,"Prompt-Time Ontology-Driven Symbolic Knowledge Capture with Large
  Language Models","  In applications such as personal assistants, large language models (LLMs)
must consider the user's personal information and preferences. However, LLMs
lack the inherent ability to learn from user interactions. This paper explores
capturing personal information from user prompts using ontology and
knowledge-graph approaches. We use a subset of the KNOW ontology, which models
personal information, to train the language model on these concepts. We then
evaluate the success of knowledge capture using a specially constructed
dataset. Our code and datasets are publicly available at
https://github.com/HaltiaAI/paper-PTODSKC
",cs.AI cs.CL
168350,Monte-Carlo Search for an Equilibrium in Dec-POMDPs,"  Decentralized partially observable Markov decision processes (Dec-POMDPs)
formalize the problem of designing individual controllers for a group of
collaborative agents under stochastic dynamics and partial observability.
Seeking a global optimum is difficult (NEXP complete), but seeking a Nash
equilibrium -- each agent policy being a best response to the other agents --
is more accessible, and allowed addressing infinite-horizon problems with
solutions in the form of finite state controllers. In this paper, we show that
this approach can be adapted to cases where only a generative model (a
simulator) of the Dec-POMDP is available. This requires relying on a
simulation-based POMDP solver to construct an agent's FSC node by node. A
related process is used to heuristically derive initial FSCs. Experiment with
benchmarks shows that MC-JESP is competitive with exisiting Dec-POMDP solvers,
even better than many offline methods using explicit models.
",cs.AI
350707,"Belief Aided Navigation using Bayesian Reinforcement Learning for
  Avoiding Humans in Blind Spots","  Recent research on mobile robot navigation has focused on socially aware
navigation in crowded environments. However, existing methods do not adequately
account for human robot interactions and demand accurate location information
from omnidirectional sensors, rendering them unsuitable for practical
applications. In response to this need, this study introduces a novel
algorithm, BNBRL+, predicated on the partially observable Markov decision
process framework to assess risks in unobservable areas and formulate movement
strategies under uncertainty. BNBRL+ consolidates belief algorithms with
Bayesian neural networks to probabilistically infer beliefs based on the
positional data of humans. It further integrates the dynamics between the
robot, humans, and inferred beliefs to determine the navigation paths and
embeds social norms within the reward function, thereby facilitating socially
aware navigation. Through experiments in various risk laden scenarios, this
study validates the effectiveness of BNBRL+ in navigating crowded environments
with blind spots. The model's ability to navigate effectively in spaces with
limited visibility and avoid obstacles dynamically can significantly improve
the safety and reliability of autonomous vehicles.
",cs.RO cs.AI cs.LG
439266,Systematic Reasoning About Relational Domains With Graph Neural Networks,"  Developing models that can learn to reason is a notoriously challenging
problem. We focus on reasoning in relational domains, where the use of Graph
Neural Networks (GNNs) seems like a natural choice. However, previous work on
reasoning with GNNs has shown that such models tend to fail when presented with
test examples that require longer inference chains than those seen during
training. This suggests that GNNs lack the ability to generalize from training
examples in a systematic way, which would fundamentally limit their reasoning
abilities. A common solution is to instead rely on neuro-symbolic methods,
which are capable of reasoning in a systematic way by design. Unfortunately,
the scalability of such methods is often limited and they tend to rely on
overly strong assumptions, e.g.\ that queries can be answered by inspecting a
single relational path. In this paper, we revisit the idea of reasoning with
GNNs, showing that systematic generalization is possible as long as the right
inductive bias is provided. In particular, we argue that node embeddings should
be treated as epistemic states and that GNN should be parameterised
accordingly. We propose a simple GNN architecture which is based on this view
and show that it is capable of achieving state-of-the-art results. We
furthermore introduce a benchmark which requires models to aggregate evidence
from multiple relational paths. We show that existing neuro-symbolic approaches
fail on this benchmark, whereas our considered GNN model learns to reason
accurately.
",cs.AI cs.LG
